,TS_OX1_RS,TS_OX1_SM,TS_OX1_SCM,TS_OX1_IM
1357,-22606.304973953,-15560.292808406197,-14937.507415020415,-15937.28885115804
1358,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.28885115804
1359,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.28885115804
1360,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.28885115804
1361,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.28885115804
1362,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.28885115804
1363,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.28885115804
1364,-22606.36047310894,-15473.53527860032,-14937.507415020415,-15937.288851158037
1365,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.28885115804
1366,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.288851158037
1367,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.28885115804
1368,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.28885115804
1369,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.288851158037
1370,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.288851158037
1371,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.288851158031
1372,-22606.304973953,-15473.53527860032,-14937.507415020415,-15937.288851158037
1373,-22606.31036685538,-15473.53527860032,-14937.507415020415,-15937.288851158037
1374,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.28885115804
1375,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158031
1376,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158031
1377,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1378,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1379,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158031
1380,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15786.895761985636
1381,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15556.156337480572
1382,-22610.703629799867,-15473.53527860032,-14937.507415020415,-16103.777442510613
1383,-22610.846494543304,-15473.53527860032,-14937.507415020415,-16103.777442510614
1384,-22610.703629799867,-15473.53527860032,-14937.507415020415,-16103.777442510614
1385,-22610.703629799867,-15473.53527860032,-14937.507415020415,-16103.777442510614
1386,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1387,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15706.556711750674
1388,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158031
1389,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1390,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1391,-22610.703629799867,-15473.53527860032,-14937.507415020415,-16032.362274661444
1392,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1393,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1394,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1395,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.28885115804
1396,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1397,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1398,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1399,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.28885115804
1400,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1401,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.288851158037
1402,-22610.703629799867,-15473.53527860032,-14937.507415020415,-16103.777442510614
1403,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.28885115804
1404,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.28885115804
1405,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.28885115804
1406,-22610.703629799867,-15473.53527860032,-14937.507415020415,-15937.28885115804
1407,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1408,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1409,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1410,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1411,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1412,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1413,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1414,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1415,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1416,-22610.76483501248,-15473.53527860032,-14937.507415020415,-15937.28885115804
1417,-22610.80269607523,-15473.53527860032,-14937.507415020415,-15937.28885115804
1418,-22610.81041833043,-15473.53527860032,-14937.507415020415,-15937.28885115804
1419,-22610.81041833043,-15473.53527860032,-14937.507415020415,-15937.28885115804
1420,-22610.81041833043,-15473.53527860032,-14937.507415020415,-15937.28885115804
1421,-22610.81041833043,-15473.53527860032,-14937.507415020415,-15937.28885115804
1422,-22610.81041833043,-15473.53527860032,-14937.507415020415,-15937.28885115804
1423,-22610.81041833043,-15473.53527860032,-14937.507415020415,-15937.28885115804
1424,-22610.81041833043,-15473.53527860032,-14937.507415020415,-15937.288851158037
1425,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.641620036018
1426,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.641620036018
1427,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.641620036018
1428,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.641620036018
1429,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.641620036018
1430,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.641620036018
1431,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.641620036018
1432,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.641620036018
1433,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.64162003602
1434,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16414.641620036018
1435,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16081.655211765368
1436,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16081.655211765368
1437,-22610.81041833043,-15473.53527860032,-14937.507415020415,-16081.655211765368
1438,-22610.81041833043,-15473.53527860032,-14937.507415020415,-15937.288851158031
1439,-22610.904558292623,-15473.53527860032,-14937.507415020415,-15564.164904005997
1440,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15564.164904005998
1441,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15564.164904005998
1442,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15721.26523133958
1443,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15721.26523133958
1444,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15721.265231339585
1445,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15721.26523133958
1446,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15564.164904006
1447,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15564.164904006
1448,-22663.634834374887,-15473.53527860032,-14937.507415020415,-15564.164904006
1449,-22663.634834374887,-15473.53527860032,-14937.507415020415,-15564.164904006
1450,-22663.634834374887,-15473.53527860032,-14937.507415020415,-14737.631370416391
1451,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510613
1452,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1453,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1454,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1455,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1456,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1457,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1458,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1459,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1460,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1461,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1462,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1463,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1464,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1465,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1466,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1467,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1468,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1469,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1470,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1471,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1472,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1473,-22663.556701927668,-15473.53527860032,-14937.507415020415,-16248.143803117951
1474,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1475,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1476,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1477,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1478,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1479,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1480,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1481,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1482,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1483,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1484,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1485,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1486,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1487,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1488,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1489,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1490,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1491,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1492,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1493,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.143803117951
1494,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1495,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1496,-22663.59492530201,-15473.53527860032,-14937.507415020415,-16103.777442510614
1497,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1498,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1499,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1500,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16248.14380311795
1501,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1502,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1503,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1504,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1505,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1506,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1507,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1508,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1509,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1510,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1511,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1512,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1513,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1514,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1515,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1516,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1517,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1518,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1519,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15905.572145665083
1520,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15491.637700043022
1521,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1522,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1523,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1524,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1525,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510618
1526,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510622
1527,-22664.230027190748,-15473.53527860032,-14937.507415020415,-16103.777442510618
1528,-22664.230027190748,-15473.53527860032,-14937.507415020415,-16103.777442510618
1529,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15670.537101140124
1530,-22663.555901356962,-15473.53527860032,-14937.507415020415,-15756.095740057317
1531,-22678.43107606904,-15473.53527860032,-14937.507415020415,-16103.777442510613
1532,-22678.43107606904,-15473.53527860032,-14937.507415020415,-16103.777442510613
1533,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510613
1534,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1535,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1536,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510613
1537,-22663.555901356962,-15473.53527860032,-14937.507415020415,-16103.777442510614
1538,-22663.68848651671,-15473.53527860032,-14937.507415020415,-16103.777442510614
1539,-22663.68848651671,-15473.53527860032,-14937.507415020415,-16103.777442510614
1540,-22663.68848651671,-15473.53527860032,-14937.507415020415,-16103.777442510614
1541,-22663.68848651671,-15473.53527860032,-14937.507415020415,-16103.777442510614
1542,-22829.80798760749,-15473.53527860032,-14937.507415020415,-16103.777442510614
1543,-22829.87952839986,-15473.53527860032,-14937.507415020415,-16103.777442510614
1544,-22829.87952839986,-15473.53527860032,-14937.507415020415,-16103.777442510613
1545,-22829.87952839986,-15473.53527860032,-14937.507415020415,-16103.777442510618
1546,-22829.940572767235,-15473.53527860032,-14937.507415020415,-16103.777442510618
1547,-22829.940572767235,-15473.53527860032,-14937.507415020415,-16103.777442510618
1548,-22829.940572767235,-15473.53527860032,-14937.507415020415,-16103.777442510614
1549,-22830.0121135596,-15473.53527860032,-14937.507415020415,-16103.777442510618
1550,-22830.02191754484,-15473.53527860032,-14937.507415020415,-16103.777442510618
1551,-22829.950376752477,-15473.53527860032,-14937.507415020415,-16103.777442510618
1552,-22830.08296191221,-15473.53527860032,-14937.507415020415,-16103.777442510618
1553,-22830.08296191221,-15473.53527860032,-14937.507415020415,-16103.777442510618
1554,-22830.08296191221,-15473.53527860032,-14937.507415020415,-16103.777442510614
1555,-22830.08296191221,-15473.53527860032,-14937.507415020415,-16103.777442510613
1556,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510613
1557,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510614
1558,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510614
1559,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510614
1560,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510614
1561,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510614
1562,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1563,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1564,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1565,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1566,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510614
1567,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1568,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1569,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1570,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1571,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1572,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1573,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1574,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1575,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1576,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1577,-22830.35361181941,-15473.53527860032,-14937.507415020415,-16103.777442510618
1578,-22830.35361181941,-15473.53527860032,-14937.507415020415,-16103.777442510618
1579,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1580,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1581,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1582,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1583,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1584,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1585,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1586,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510614
1587,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1588,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1589,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1590,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1591,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1592,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1593,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1594,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1595,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1596,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510622
1597,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510622
1598,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510622
1599,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510622
1600,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510622
1601,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510622
1602,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510622
1603,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510622
1604,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510622
1605,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1606,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1607,-22830.154502704576,-15473.53527860032,-14937.507415020415,-15728.04100359067
1608,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1609,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1610,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1611,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16173.419196637691
1612,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16173.419196637691
1613,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1614,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1615,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16103.777442510618
1616,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16186.551959240753
1617,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16186.551959240753
1618,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16186.551959240753
1619,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16186.551959240753
1620,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16260.877769844205
1621,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16186.551959240753
1622,-22830.154502704576,-15473.53527860032,-14937.507415020415,-16186.551959240753
1623,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240756
1624,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240756
1625,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240756
1626,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240756
1627,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1628,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240756
1629,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240756
1630,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240756
1631,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240756
1632,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1633,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1634,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1635,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1636,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1637,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1638,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1639,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1640,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1641,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1642,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1643,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1644,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1645,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1646,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16186.551959240753
1647,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1648,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1649,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1650,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1651,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1652,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1653,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1654,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1655,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1656,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1657,-22854.631278237557,-15473.53527860032,-14937.507415020415,-16256.193713367822
1658,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1659,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1660,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1661,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1662,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1663,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1664,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367822
1665,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1666,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1667,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1668,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1669,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1670,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1671,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367824
1672,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1673,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1674,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1675,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1676,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1677,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367831
1678,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367831
1679,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367831
1680,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367831
1681,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367831
1682,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1683,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1684,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1685,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1686,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1687,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1688,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16256.193713367828
1689,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16290.50791447685
1690,-22830.156508981647,-15473.53527860032,-14937.507415020415,-16290.50791447685
1691,-22830.41379854519,-15473.53527860032,-14937.507415020415,-16290.50791447685
1692,-22830.41379854519,-15473.53527860032,-14937.507415020415,-16256.193713367828
1693,-22830.41379854519,-15473.53527860032,-14937.507415020415,-16256.193713367828
1694,-22830.41379854519,-15473.53527860032,-14937.507415020415,-16256.193713367828
1695,-22830.41379854519,-15473.53527860032,-14937.507415020415,-16256.193713367828
1696,-22867.151012963637,-15473.53527860032,-14937.507415020415,-16256.193713367828
1697,-22867.408302527183,-15473.53527860032,-14937.507415020415,-16256.193713367828
1698,-22867.408302527183,-15473.53527860032,-14937.507415020415,-16256.193713367828
1699,-22867.408302527183,-15473.53527860032,-14937.507415020415,-16256.193713367828
1700,-22867.408302527183,-15473.53527860032,-14937.507415020415,-16256.193713367828
1701,-22867.408302527183,-15473.53527860032,-14937.507415020415,-16256.193713367828
1702,-22867.408302527183,-15473.53527860032,-14937.507415020415,-16256.193713367828
1703,-22867.408302527183,-15473.53527860032,-14937.507415020415,-16256.193713367828
1704,-22867.408302527183,-15473.53527860032,-14937.507415020415,-16256.193713367828
1705,-22867.46111750656,-15473.53527860032,-14937.507415020415,-16256.193713367828
1706,-22879.29863816337,-15473.53527860032,-14937.507415020415,-16256.193713367828
1707,-22879.29863816337,-15473.53527860032,-14937.507415020415,-16256.193713367828
1708,-22879.29863816337,-15473.53527860032,-14937.507415020415,-16256.193713367828
1709,-22879.29863816337,-15473.53527860032,-14937.507415020415,-16256.193713367828
1710,-22879.29863816337,-15473.53527860032,-14937.507415020415,-16256.193713367828
1711,-22879.29863816337,-15473.53527860032,-14937.507415020415,-16256.193713367828
1712,-22879.29863816337,-15473.53527860032,-14937.507415020415,-16256.193713367828
1713,-22879.29863816337,-15473.53527860032,-14937.507415020415,-16256.193713367828
1714,-22879.29863816337,-15473.53527860032,-14937.507415020415,-16256.193713367828
